gap,other_skill_mean,seed,fail_rate,domain_gini,researcher_gini,mean_pubs,mean_reputation,exploit_frac,explore_frac,train_frac
0.18,0.302,2,0.6147368421052631,0.08473520249221167,0.4190965732087226,25.68,9.991730975049956,0.3417806382408152,0.22418879056047197,0.4340305711987128
0.18,0.302,4,0.624868282402529,0.10773480662983426,0.43042357274401466,21.72,9.194738174203275,0.34372485921158485,0.2166130329847144,0.43966210780370074
0.18,0.302,7,0.5954631379962193,0.10100200400801596,0.41086172344689387,19.96,7.866967365426978,0.3895816572807723,0.20850093858943416,0.4019174041297935
0.18,0.302,8,0.596537949400799,0.12575173477255186,0.40402467232074013,25.94,10.380843977384494,0.2758782515419684,0.2242558326629123,0.49986591579511935
0.18,0.302,3,0.6464,0.10074019245003685,0.40063656550703186,27.02,10.910251664859924,0.22687047465808527,0.2685706623759721,0.5045588629659427
0.18,0.302,13,0.6366237482117311,0.1130151843817786,0.4160520607375271,18.44,8.164650935221307,0.5174979887369268,0.16512469831053903,0.3173773129525342
0.18,0.302,11,0.622168284789644,0.08465266558966067,0.40895453496422807,24.76,9.384555567696045,0.44837758112094395,0.1974389916867793,0.35418342719227675
0.18,0.302,14,0.6588471849865952,0.04845360824742251,0.39844423617619484,21.34,8.540046530917103,0.551421292571735,0.17156074014481093,0.277017967283454
0.18,0.302,12,0.6191275167785235,0.12188679245283018,0.38167115902964954,21.2,8.427189590989219,0.4393939393939394,0.20186377044784123,0.35874229015821935
0.28,0.292,1,0.5701643489254109,0.11345565749235464,0.4252293577981652,26.16,10.225836960285283,0.2978010190399571,0.22251273799946367,0.47968624296057927
0.28,0.292,9,0.610517666392769,0.14338394793926246,0.42989154013015174,18.44,6.6560789906333335,0.4551488334674175,0.18315902386698846,0.361692142665594
0.28,0.292,0,0.6254180602006689,0.09325699745547067,0.3967430025445293,31.44,12.589771329245185,0.10733440600697237,0.28016894609814963,0.612496647894878
0.28,0.292,7,0.5664739884393064,0.12207792207792201,0.4523520923520923,27.72,10.882783423699461,0.24684902118530438,0.2376642531509788,0.5154867256637168
0.28,0.292,2,0.6243093922651933,0.09573643410852695,0.40950904392764853,30.96,12.357205302529978,0.1283856261732368,0.28264950388844196,0.5889648699383213
0.28,0.292,3,0.6133828996282528,0.14564204923486357,0.3790951430472389,30.06,12.211462070471544,0.09526682756771253,0.28104049342987397,0.6236926790024135
0.28,0.292,5,0.6026200873362445,0.11049457177322064,0.42065138721351025,33.16,12.76896370948265,0.16465540359345668,0.2632072941807455,0.5721373022257978
0.28,0.292,6,0.6172248803827751,0.08551495016611277,0.37731173864894796,30.1,11.990276103555749,0.1467551622418879,0.2691740412979351,0.584070796460177
0.28,0.292,8,0.564625850340136,0.13428571428571412,0.3959861685538002,30.1,12.02272052972336,0.15922499329578976,0.26293912577098416,0.577835880933226
0.28,0.292,4,0.5850144092219021,0.09679144385026728,0.3718994091142951,26.18,10.84035371354709,0.12556985787074282,0.28224725127379996,0.5921828908554573
0.28,0.292,10,0.6237623762376238,0.12665662650602405,0.44400602409638545,26.56,10.294786052976184,0.22613301153124163,0.22955215875569857,0.5443148297130598
0.28,0.292,13,0.6418338108882522,0.10491132332878572,0.4110504774897681,29.32,11.88122091557365,0.12369267900241351,0.2612630732099759,0.6150442477876106
0.4,0.28,2,0.580952380952381,0.11462205700123906,0.3798017348203222,32.28,12.934669588581771,0.11531241619737195,0.27071600965406273,0.6139715741485653
0.4,0.28,1,0.514018691588785,0.16047516198704104,0.4004936747917309,27.78,10.962797953421246,0.16626441405202466,0.25107267363904534,0.58266291230893
0.28,0.292,12,0.5956006768189509,0.12710721510451783,0.4036547538772757,29.66,11.534163533732878,0.21406543309198175,0.25898364172700455,0.5269509251810137
0.28,0.292,14,0.5847797062750334,0.13680672268907546,0.3818151260504201,23.8,9.61786170194391,0.27688388307857337,0.23900509519978547,0.48411102172164117
0.28,0.292,11,0.5835294117647059,0.1254403131115458,0.40757990867579896,30.66,12.256491341214664,0.15171627782247252,0.26810136765888976,0.5801823545186378
0.4,0.28,5,0.6026200873362445,0.09453630481667852,0.3553558590941768,27.82,11.597768378725839,0.08440600697237866,0.27996781979082863,0.6356261732367927
0.4,0.28,0,0.512396694214876,0.10230040595399181,0.38573748308525024,29.56,12.328071049767345,0.09111021721641191,0.27815768302493965,0.6307320997586484
0.4,0.28,3,0.5175097276264592,0.1705716302046576,0.39062117436953603,28.34,11.468581921960242,0.09875301689460982,0.278626977742022,0.6226200053633681
0.4,0.28,4,0.6028368794326241,0.11973407977606709,0.366815955213436,28.58,11.658110145846209,0.10116653258246179,0.2676991150442478,0.6311343523732904
0.4,0.28,7,0.5919395465994962,0.1345120226308345,0.41173974540311176,28.28,11.343479162712622,0.1430678466076696,0.24591043175113972,0.6110217216411906
0.4,0.28,6,0.6505681818181818,0.14753495217071366,0.41155261221486383,27.18,11.161404004787087,0.12349155269509252,0.25603378921962994,0.6204746580852776
0.4,0.28,9,0.53515625,0.15454545454545454,0.4666872110939908,25.96,9.852527590663662,0.29337624027889514,0.21198712791633145,0.4946366318047734
0.4,0.28,8,0.5076335877862596,0.1223243598161523,0.3861195009848981,30.46,12.499343672139593,0.09426119603110754,0.2701796728345401,0.6355591311343524
0.4,0.28,10,0.5707070707070707,0.1496551724137931,0.41917241379310344,31.9,12.505133363551078,0.1450791096808796,0.25522928399034595,0.5996916063287745
0.5,0.27,1,0.590566037735849,0.1938925680647534,0.39021339220014717,27.18,10.907171620486704,0.20454545454545456,0.2203003486189327,0.5751541968356128
0.4,0.28,11,0.5975609756097561,0.15677603423680453,0.3796861626248216,28.04,11.48091926708722,0.08836149101635828,0.27956556717618664,0.6320729418074551
0.4,0.28,12,0.5934959349593496,0.1780313837375178,0.40793152639087027,28.04,11.341966828355574,0.13167068919281308,0.2739340305711987,0.5943952802359882
0.4,0.28,13,0.4834710743801653,0.15049429657794677,0.3492471482889734,26.3,10.952184761376916,0.0888307857334406,0.2555644945025476,0.6556047197640118
0.4,0.28,14,0.48735632183908045,0.18651292802236186,0.4008525506638714,28.62,11.375791639909242,0.16358272995441137,0.24758648431214803,0.5888307857334406
0.5,0.27,0,0.6174496644295302,0.13641746854182069,0.3659363434492968,27.02,11.230794536087316,0.11169214266559399,0.2615982837221775,0.6267095736122285
0.5,0.27,2,0.6645367412140575,0.14063860667634254,0.3855732946298984,27.56,11.372716663956139,0.12034057388039689,0.26964333601501744,0.6100160901045857
0.5,0.27,4,0.5477099236641222,0.20079617834394892,0.3669108280254776,25.12,10.35634413850396,0.19650040225261464,0.22968624296057924,0.5738133547868061
0.5,0.27,6,0.5664335664335665,0.14021406727828745,0.38318042813455655,26.16,10.883868392996925,0.15875569857870742,0.23900509519978547,0.6022392062215071
0.5,0.27,3,0.5337837837837838,0.17889908256880727,0.36252646436132663,28.34,11.619646104133906,0.110485384821668,0.27674979887369267,0.6127648163046393
0.5,0.27,5,0.6688034188034188,0.16280264123257515,0.34314013206162874,27.26,11.355739364179158,0.17075623491552694,0.25502815768302495,0.5742156074014481
0.5,0.27,9,0.5036927621861153,0.18902165795369674,0.382419716206124,26.78,10.762412479202483,0.2599222311611692,0.2182890855457227,0.5217886832931081
0.5,0.27,7,0.5896805896805897,0.17105459985041138,0.4053403141361256,26.74,10.860164155417847,0.1554035934566908,0.24342987396084742,0.6011665325824618
0.5,0.27,8,0.6307692307692307,0.15828651685393247,0.371685393258427,28.48,11.747899537923791,0.11940198444623223,0.2587154733172432,0.6218825422365245
0.5,0.27,10,0.5899705014749262,0.15728571428571425,0.3980857142857144,28.0,11.422056393929875,0.1265754894073478,0.24738535800482703,0.6260391525878252
0.5,0.27,11,0.5918367346938775,0.1577574967405475,0.3697262059973925,30.68,12.380372450296061,0.12751407884151247,0.2664923572003218,0.6059935639581657
0.5,0.27,13,0.5742857142857143,0.1501506024096384,0.3871385542168675,26.56,11.052752032738134,0.1304639313488871,0.24993295789755968,0.6196031107535532
0.5,0.27,12,0.5854430379746836,0.18913202042304889,0.36879649890590804,27.42,11.284660117355848,0.11779297398766425,0.26246983105390187,0.6197371949584339
0.5,0.27,14,0.5285714285714286,0.16583679114799432,0.37786998616874135,28.92,11.945815510792563,0.1285867524805578,0.2617323679270582,0.609680879592384
